Student ID,English,History,Math,Physical Education,Science,Average,WeightedAverage,Status
2304,75,65,50,75,95,72.0,71.0,Fail
2305,95,95,75,50,65,76.0,78.0,Pass
2306,50,85,95,65,50,69.0,68.0,Fail
2307,95,85,95,75,50,80.0,81.5,Pass
2308,75,95,50,50,65,67.0,62.0,Fail
2309,75,95,75,65,95,81.0,81.0,Pass
2310,85,50,50,75,95,71.0,74.0,Fail
2311,95,50,95,95,50,77.0,81.5,Pass
2312,50,65,85,65,50,63.0,64.0,Fail
2313,50,85,95,85,65,76.0,72.5,Fail
2314,50,95,75,50,85,71.0,70.5,Fail
2315,65,50,85,75,85,72.0,79.0,Pass
2316,65,65,65,50,50,59.0,60.5,Fail
2317,95,75,85,65,75,79.0,85.0,Pass
2318,65,50,50,65,85,63.0,65.0,Fail
2319,85,95,95,75,50,80.0,78.5,Pass
2320,85,50,65,95,50,69.0,66.5,Fail
2321,95,95,75,85,75,85.0,81.0,Pass
2322,95,75,75,50,50,69.0,73.5,Fail
2323,95,50,85,75,50,71.0,77.5,Pass
2324,65,75,65,50,95,70.0,74.0,Fail
2325,95,65,85,85,75,81.0,85.0,Pass
2326,50,85,85,85,75,76.0,71.5,Fail
2327,85,95,50,65,95,78.0,74.0,Fail
2328,50,85,85,65,65,70.0,68.5,Fail
2329,95,65,75,95,85,83.0,84.0,Pass
2330,75,50,75,65,65,66.0,72.0,Fail
2331,65,75,65,75,50,66.0,60.5,Fail
2332,95,75,50,50,65,67.0,68.0,Fail
2333,95,75,85,95,50,80.0,77.5,Pass
2334,50,65,65,65,95,68.0,69.5,Fail
2335,50,85,95,65,50,69.0,68.0,Fail
2336,75,85,65,65,95,77.0,77.0,Pass
2337,95,65,85,75,75,79.0,85.0,Pass
2338,75,50,75,95,95,78.0,81.0,Pass
2339,95,50,65,95,50,71.0,69.5,Fail
2340,65,65,75,75,50,66.0,64.5,Fail
2341,75,65,85,50,50,65.0,71.5,Fail
2342,85,65,85,50,85,74.0,85.0,Pass
2343,65,65,75,75,65,69.0,69.0,Fail
2344,65,95,75,85,65,77.0,69.0,Fail
2345,85,50,65,50,65,63.0,71.0,Fail
2346,65,95,85,85,95,85.0,82.0,Pass
2347,65,95,50,50,85,69.0,65.0,Fail
2348,95,85,75,75,75,81.0,81.0,Pass
2349,50,65,85,65,50,63.0,64.0,Fail
2350,75,50,75,75,50,65.0,67.5,Fail
2351,65,95,65,65,95,77.0,74.0,Fail
2352,95,65,50,50,50,62.0,63.5,Fail
2353,95,95,85,65,85,85.0,88.0,Pass
2354,95,85,65,95,75,83.0,77.0,Pass
2355,95,85,65,65,95,81.0,83.0,Pass
2356,50,85,50,50,75,62.0,57.5,Fail
2357,75,85,75,50,95,76.0,81.0,Pass
2358,50,65,50,95,50,62.0,50.0,Fail
2359,95,95,50,50,75,73.0,71.0,Fail
2360,75,65,75,50,75,68.0,75.0,Pass
2361,95,75,95,85,85,87.0,92.0,Pass
2362,65,65,50,75,85,68.0,65.0,Fail
2363,85,65,85,95,65,79.0,79.0,Pass
2364,75,65,75,85,65,73.0,72.0,Fail
2365,50,95,50,65,65,65.0,54.5,Fail
2366,85,50,65,85,95,76.0,80.0,Pass
2367,75,65,75,85,95,79.0,81.0,Pass
2368,85,95,85,75,85,85.0,85.0,Pass
2369,75,85,85,50,65,72.0,76.0,Pass
2370,85,85,75,75,95,83.0,84.0,Pass
2371,85,75,65,95,65,77.0,71.0,Fail
2372,95,85,75,95,95,89.0,87.0,Pass
2373,95,95,65,85,50,78.0,69.5,Fail
2374,85,95,50,50,75,71.0,68.0,Fail
2375,65,75,50,75,85,70.0,65.0,Fail
2376,95,50,65,85,85,76.0,80.0,Pass
2377,75,65,65,50,95,70.0,77.0,Pass
2378,85,75,75,50,50,67.0,70.5,Fail
2379,50,50,65,95,50,62.0,56.0,Fail
2380,65,85,75,65,85,75.0,75.0,Pass
2381,95,50,50,95,65,71.0,68.0,Fail
2382,65,85,50,75,50,65.0,54.5,Fail
2383,75,50,85,65,65,68.0,76.0,Pass
2384,75,85,65,85,50,72.0,63.5,Fail
2385,95,50,65,95,50,71.0,69.5,Fail
2386,65,75,95,75,85,79.0,83.0,Pass
2387,85,85,65,85,65,77.0,71.0,Fail
2388,75,50,95,95,75,78.0,83.0,Pass
2389,95,50,50,95,85,75.0,74.0,Fail
2390,95,65,50,50,85,69.0,74.0,Fail
2391,75,85,65,95,75,79.0,71.0,Fail
2392,95,95,50,85,95,84.0,77.0,Pass
2393,85,50,95,50,75,71.0,86.0,Pass
2394,95,65,75,85,65,77.0,78.0,Pass
2395,65,75,95,50,95,76.0,86.0,Pass
2396,65,65,65,50,50,59.0,60.5,Fail
2397,85,50,95,50,65,69.0,83.0,Pass
2398,95,95,75,65,85,83.0,84.0,Pass
2399,65,75,95,50,75,72.0,80.0,Pass
2400,95,50,85,75,85,78.0,88.0,Pass
2401,95,75,50,75,85,76.0,74.0,Fail
2402,65,95,65,85,65,75.0,65.0,Fail
2403,95,85,75,75,50,76.0,73.5,Fail
2404,65,95,75,85,50,74.0,64.5,Fail
2405,95,75,65,50,75,72.0,77.0,Pass
2406,75,75,65,50,95,72.0,77.0,Pass
2407,50,75,75,65,50,63.0,60.0,Fail
2408,50,65,50,50,65,56.0,54.5,Fail
2409,50,85,50,85,75,69.0,57.5,Fail
2410,50,65,65,85,75,68.0,63.5,Fail
2411,65,75,85,85,95,81.0,82.0,Pass
2412,85,85,85,50,65,74.0,79.0,Pass
2413,95,65,65,75,65,73.0,74.0,Fail
2414,95,50,50,65,85,69.0,74.0,Fail
2415,50,50,95,50,95,68.0,81.5,Pass
2416,65,85,85,65,75,75.0,76.0,Pass
2417,95,95,50,75,85,80.0,74.0,Fail
2418,65,50,95,85,65,72.0,77.0,Pass
2419,85,65,85,95,85,83.0,85.0,Pass
2420,95,75,50,85,50,71.0,63.5,Fail
2421,85,50,85,65,75,72.0,82.0,Pass
2422,95,50,85,50,50,66.0,77.5,Pass
2423,85,65,65,95,95,81.0,80.0,Pass
2424,95,65,50,95,75,76.0,71.0,Fail
2425,85,85,65,85,95,83.0,80.0,Pass
2426,50,75,75,75,50,65.0,60.0,Fail
2427,95,85,95,75,85,87.0,92.0,Pass
2428,85,65,65,65,65,69.0,71.0,Fail
2429,75,65,50,95,50,67.0,57.5,Fail
2430,85,65,50,65,65,66.0,65.0,Fail
2431,50,50,85,65,95,69.0,77.5,Pass
2432,50,50,85,85,85,71.0,74.5,Fail
2433,95,75,75,75,65,77.0,78.0,Pass
2434,85,95,85,65,95,85.0,88.0,Pass
2435,85,85,85,95,50,80.0,74.5,Fail
2436,65,65,85,50,50,63.0,68.5,Fail
2437,65,75,95,85,85,81.0,83.0,Pass
2438,50,85,95,95,85,82.0,78.5,Pass
2439,65,85,95,50,50,69.0,72.5,Fail
2440,95,85,50,50,95,75.0,77.0,Pass
2441,85,65,75,65,95,77.0,84.0,Pass
2442,65,50,95,75,50,67.0,72.5,Fail
2443,65,75,85,75,95,79.0,82.0,Pass
2444,85,95,85,50,65,76.0,79.0,Pass
2445,75,65,85,85,75,77.0,79.0,Pass
2446,50,65,85,95,50,69.0,64.0,Fail
2447,75,65,95,65,75,75.0,83.0,Pass
2448,65,50,50,50,50,53.0,54.5,Fail
2449,95,75,85,85,50,78.0,77.5,Pass
2450,65,95,85,95,50,78.0,68.5,Fail
2451,65,75,75,50,65,66.0,69.0,Fail
2452,95,95,65,75,85,83.0,80.0,Pass
2453,65,95,50,85,65,72.0,59.0,Fail
2454,85,65,95,65,75,77.0,86.0,Pass
2455,65,65,85,95,95,81.0,82.0,Pass
2456,95,50,65,85,75,74.0,77.0,Pass
2457,85,65,50,85,50,67.0,60.5,Fail
2458,50,95,95,65,85,78.0,78.5,Pass
2459,95,65,85,85,95,85.0,91.0,Pass
2460,75,50,75,85,50,67.0,67.5,Fail
2461,50,85,75,85,50,69.0,60.0,Fail
2462,65,50,85,85,50,67.0,68.5,Fail
2463,75,50,75,50,65,63.0,72.0,Fail
2464,75,65,95,95,65,79.0,80.0,Pass
2465,75,75,65,95,50,72.0,63.5,Fail
2466,50,95,75,75,85,76.0,70.5,Fail
2467,50,85,95,65,75,74.0,75.5,Pass
2468,50,95,85,75,85,78.0,74.5,Fail
2469,85,85,75,65,65,75.0,75.0,Pass
2470,85,65,75,85,75,77.0,78.0,Pass
2471,65,85,75,75,85,77.0,75.0,Pass
2472,95,50,50,85,95,75.0,77.0,Pass
2473,85,50,85,95,75,78.0,82.0,Pass
2474,85,75,50,85,85,76.0,71.0,Fail
2475,95,65,65,95,85,81.0,80.0,Pass
2476,75,75,65,95,95,81.0,77.0,Pass
2477,85,50,85,65,95,76.0,88.0,Pass
2478,50,75,85,95,65,74.0,68.5,Fail
2479,50,75,75,75,75,70.0,67.5,Fail
2480,65,50,75,75,50,63.0,64.5,Fail
2481,95,75,85,65,75,79.0,85.0,Pass
2482,75,75,75,75,65,73.0,72.0,Fail
2483,75,95,65,50,95,76.0,77.0,Pass
2484,95,85,95,75,85,87.0,92.0,Pass
2485,75,95,75,50,65,72.0,72.0,Fail
2486,65,50,50,65,75,61.0,62.0,Fail
2487,50,85,75,65,50,65.0,60.0,Fail
2488,65,85,65,95,65,75.0,65.0,Fail
2489,75,95,95,50,85,80.0,86.0,Pass
2490,95,50,75,85,65,74.0,78.0,Pass
2491,95,65,95,50,50,71.0,81.5,Pass
2492,65,85,95,95,75,83.0,80.0,Pass
2493,95,65,85,65,95,81.0,91.0,Pass
2494,65,50,65,85,95,72.0,74.0,Fail
2495,95,50,50,95,50,68.0,63.5,Fail
2496,95,95,50,50,85,75.0,74.0,Fail
2497,95,95,95,50,50,77.0,81.5,Pass
2498,85,85,75,75,65,77.0,75.0,Pass
2499,85,50,95,50,95,75.0,92.0,Pass
2500,95,85,75,50,95,80.0,87.0,Pass
2501,65,75,95,85,75,79.0,80.0,Pass
2502,65,50,95,75,65,70.0,77.0,Pass
2503,65,75,50,65,50,61.0,54.5,Fail
2504,75,65,65,85,50,68.0,63.5,Fail
2505,95,50,75,65,75,72.0,81.0,Pass
2506,95,65,50,50,65,65.0,68.0,Fail
2507,65,75,85,95,65,77.0,73.0,Fail
2508,50,50,50,65,95,62.0,63.5,Fail
2509,75,75,50,95,75,74.0,65.0,Fail
2510,75,65,95,85,65,77.0,80.0,Pass
2511,95,65,75,50,75,72.0,81.0,Pass
2512,75,85,85,85,75,81.0,79.0,Pass
2513,75,95,65,75,75,77.0,71.0,Fail
2514,75,75,50,95,75,74.0,65.0,Fail
2515,50,95,85,50,85,73.0,74.5,Fail
2516,75,75,85,50,65,70.0,76.0,Pass
2517,85,75,75,95,85,83.0,81.0,Pass
2518,95,95,65,65,95,83.0,83.0,Pass
2519,65,85,50,65,50,63.0,54.5,Fail
2520,50,95,85,85,50,73.0,64.0,Fail
2521,50,65,95,85,75,74.0,75.5,Pass
2522,85,85,85,75,65,79.0,79.0,Pass
2523,95,75,85,75,75,81.0,85.0,Pass
2524,85,95,95,85,85,89.0,89.0,Pass
2525,65,85,85,85,95,83.0,82.0,Pass
2526,75,65,65,50,65,64.0,68.0,Fail
2527,50,85,50,75,65,65.0,54.5,Fail
2528,85,75,65,95,65,77.0,71.0,Fail
2529,75,85,50,50,65,65.0,62.0,Fail
2530,50,50,50,65,50,53.0,50.0,Fail
2531,75,75,85,85,85,81.0,82.0,Pass
2532,85,65,75,50,95,74.0,84.0,Pass
2533,65,50,50,50,50,53.0,54.5,Fail
2534,85,95,65,75,85,81.0,77.0,Pass
2535,85,75,95,65,50,74.0,78.5,Pass
2536,85,65,85,75,85,79.0,85.0,Pass
2537,65,75,85,65,50,68.0,68.5,Fail
2538,85,95,85,75,85,85.0,85.0,Pass
2539,50,85,65,85,50,67.0,56.0,Fail
2540,95,95,95,95,50,86.0,81.5,Pass
2541,50,85,95,65,65,72.0,72.5,Fail
2542,85,95,50,85,65,76.0,65.0,Fail
2543,75,75,85,85,75,79.0,79.0,Pass
2544,95,65,65,85,50,72.0,69.5,Fail
2545,85,95,75,75,95,85.0,84.0,Pass
2546,50,95,65,65,65,68.0,60.5,Fail
2547,85,75,75,75,65,75.0,75.0,Pass
2548,75,95,65,75,65,75.0,68.0,Fail
2549,50,95,65,75,95,76.0,69.5,Fail
2550,75,95,85,50,50,71.0,71.5,Fail
2551,50,75,50,95,95,73.0,63.5,Fail
2552,85,50,95,95,95,84.0,92.0,Pass
2553,95,95,95,95,85,93.0,92.0,Pass
2554,85,85,50,50,50,64.0,60.5,Fail
2555,95,65,95,95,75,85.0,89.0,Pass
2556,95,65,50,95,75,76.0,71.0,Fail
2557,50,50,75,85,85,69.0,70.5,Fail
2558,50,75,50,50,65,58.0,54.5,Fail
2559,85,95,65,75,85,81.0,77.0,Pass
2560,65,75,85,50,75,70.0,76.0,Pass
2561,50,95,95,95,50,77.0,68.0,Fail
2562,75,85,75,95,50,76.0,67.5,Fail
2563,50,95,65,50,75,67.0,63.5,Fail
2564,85,95,65,65,75,77.0,74.0,Fail
2565,75,75,95,95,50,78.0,75.5,Pass
2566,65,95,75,50,65,70.0,69.0,Fail
2567,85,50,95,65,65,72.0,83.0,Pass
2568,65,95,95,65,95,83.0,86.0,Pass
2569,50,50,65,75,85,65.0,66.5,Fail
2570,95,50,75,65,75,72.0,81.0,Pass
2571,50,50,75,85,50,62.0,60.0,Fail
2572,75,85,75,50,75,72.0,75.0,Pass
2573,65,65,65,50,65,62.0,65.0,Fail
2574,65,65,75,95,95,79.0,78.0,Pass
2575,95,75,50,95,95,82.0,77.0,Pass
2576,50,95,85,75,65,74.0,68.5,Fail
2577,85,75,65,85,85,79.0,77.0,Pass
2578,65,75,50,65,50,61.0,54.5,Fail
2579,85,65,95,75,95,83.0,92.0,Pass
2580,75,95,65,85,65,77.0,68.0,Fail
2581,65,65,85,95,85,79.0,79.0,Pass
2582,50,65,75,85,95,74.0,73.5,Fail
2583,50,85,95,85,85,80.0,78.5,Pass
2584,95,95,95,85,65,87.0,86.0,Pass
2585,50,65,75,50,85,65.0,70.5,Fail
2586,95,75,75,95,65,81.0,78.0,Pass
2587,85,85,75,95,95,87.0,84.0,Pass
2588,50,85,50,65,95,69.0,63.5,Fail
2589,95,50,85,50,95,75.0,91.0,Pass
2590,75,95,95,95,50,82.0,75.5,Pass
2591,95,85,85,50,75,78.0,85.0,Pass
2592,85,85,95,85,95,89.0,92.0,Pass
2593,65,85,95,50,50,69.0,72.5,Fail
2594,85,85,85,65,95,83.0,88.0,Pass
2595,95,95,95,95,75,91.0,89.0,Pass
2596,65,50,65,65,50,59.0,60.5,Fail
2597,75,85,50,75,65,70.0,62.0,Fail
2598,95,85,75,95,50,80.0,73.5,Fail
2599,65,85,50,50,75,65.0,62.0,Fail
2600,50,75,75,85,50,67.0,60.0,Fail
2601,95,75,95,95,50,82.0,81.5,Pass
2602,95,95,85,95,85,91.0,88.0,Pass
2603,95,85,85,65,85,83.0,88.0,Pass
2604,95,65,50,75,75,72.0,71.0,Fail
2605,65,75,95,50,65,70.0,77.0,Pass
2606,75,50,50,95,85,71.0,68.0,Fail
2607,65,75,50,95,95,76.0,68.0,Fail
2608,75,85,50,65,95,74.0,71.0,Fail
2609,65,65,85,75,75,73.0,76.0,Pass
2610,85,85,85,75,50,76.0,74.5,Fail
2611,95,75,65,50,85,74.0,80.0,Pass
2612,95,95,50,95,85,84.0,74.0,Fail
2613,50,95,75,95,50,73.0,60.0,Fail
2614,85,85,65,75,85,79.0,77.0,Pass
2615,50,65,50,85,95,69.0,63.5,Fail
2616,95,75,50,95,65,76.0,68.0,Fail
2617,75,65,75,85,65,73.0,72.0,Fail
2618,85,85,50,95,75,78.0,68.0,Fail
2619,95,65,65,85,65,75.0,74.0,Fail
2620,65,75,50,95,65,70.0,59.0,Fail
2621,65,65,75,85,95,77.0,78.0,Pass
2622,65,85,75,65,75,73.0,72.0,Fail
2623,65,75,95,95,95,85.0,86.0,Pass
2624,50,95,85,85,50,73.0,64.0,Fail
2625,75,50,50,65,50,58.0,57.5,Fail
2626,75,65,75,50,75,68.0,75.0,Pass
2627,50,50,50,65,50,53.0,50.0,Fail
2628,95,50,75,95,65,76.0,78.0,Pass
2629,50,75,75,75,95,74.0,73.5,Fail
2630,95,95,75,50,65,76.0,78.0,Pass
2631,65,50,75,95,85,74.0,75.0,Pass
2632,65,85,65,65,75,71.0,68.0,Fail
2633,65,50,65,75,95,70.0,74.0,Fail
2634,95,75,50,85,50,71.0,63.5,Fail
2635,95,65,65,50,75,70.0,77.0,Pass
2636,95,75,95,50,50,73.0,81.5,Pass
2637,75,95,75,95,75,83.0,75.0,Pass
2638,95,85,50,65,85,76.0,74.0,Fail
2639,95,75,85,65,85,81.0,88.0,Pass
2640,85,95,50,75,75,76.0,68.0,Fail
2641,85,85,65,85,85,81.0,77.0,Pass
2642,50,65,65,95,50,65.0,56.0,Fail
2643,75,95,95,85,75,85.0,83.0,Pass
2644,85,50,65,65,50,63.0,66.5,Fail
2645,85,95,85,65,75,81.0,82.0,Pass
2646,95,65,65,75,65,73.0,74.0,Fail
2647,85,85,85,95,85,87.0,85.0,Pass
2648,65,75,95,75,75,77.0,80.0,Pass
2649,95,65,75,75,75,77.0,81.0,Pass
2650,95,50,75,65,85,74.0,84.0,Pass
2651,50,50,85,50,85,64.0,74.5,Fail
2652,50,50,95,65,95,71.0,81.5,Pass
2653,95,75,85,65,65,77.0,82.0,Pass
2654,85,85,75,65,65,75.0,75.0,Pass
2655,50,65,50,50,75,58.0,57.5,Fail
2656,75,85,85,50,85,76.0,82.0,Pass
2657,95,75,50,65,95,76.0,77.0,Pass
2658,95,85,85,85,85,87.0,88.0,Pass
2659,95,50,65,95,65,74.0,74.0,Fail
2660,75,50,65,50,50,58.0,63.5,Fail
2661,75,65,65,75,75,71.0,71.0,Fail
2662,50,50,85,75,85,69.0,74.5,Fail
2663,85,95,95,65,85,85.0,89.0,Pass
2664,75,50,95,75,50,69.0,75.5,Pass
2665,50,85,95,95,65,78.0,72.5,Fail
2666,85,95,50,65,50,69.0,60.5,Fail
2667,50,85,95,95,75,80.0,75.5,Pass
2668,75,95,95,75,65,81.0,80.0,Pass
2669,95,85,75,65,95,83.0,87.0,Pass
2670,75,95,75,75,65,77.0,72.0,Fail
2671,85,65,50,85,95,76.0,74.0,Fail
2672,85,50,65,50,95,69.0,80.0,Pass
2673,85,95,85,75,50,78.0,74.5,Fail
2674,75,85,65,85,95,81.0,77.0,Pass
2675,50,50,50,65,95,62.0,63.5,Fail
2676,85,75,65,85,85,79.0,77.0,Pass
2677,85,65,75,95,65,77.0,75.0,Pass
2678,85,95,50,50,95,75.0,74.0,Fail
2679,75,75,75,65,65,71.0,72.0,Fail
2680,65,95,50,75,65,70.0,59.0,Fail
2681,75,75,75,50,95,74.0,81.0,Pass
2682,95,75,95,95,65,85.0,86.0,Pass
2683,50,75,85,85,95,78.0,77.5,Pass
2684,95,95,75,65,85,83.0,84.0,Pass
2685,65,75,95,85,85,81.0,83.0,Pass
2686,50,85,50,85,65,67.0,54.5,Fail
2687,75,95,65,75,95,81.0,77.0,Pass
2688,85,65,75,85,65,75.0,75.0,Pass
2689,95,65,65,50,95,74.0,83.0,Pass
2690,85,85,85,65,75,79.0,82.0,Pass
2691,95,95,75,65,75,81.0,81.0,Pass
2692,65,50,95,75,95,76.0,86.0,Pass
2693,65,75,75,50,95,72.0,78.0,Pass
2694,75,95,95,85,95,89.0,89.0,Pass
2695,65,65,50,75,65,64.0,59.0,Fail
2696,75,75,50,50,85,67.0,68.0,Fail
2697,65,95,95,95,85,87.0,83.0,Pass
2698,95,65,95,50,75,76.0,89.0,Pass
2699,65,50,95,65,85,72.0,83.0,Pass
2700,75,95,65,50,85,74.0,74.0,Fail
2701,75,65,65,65,65,67.0,68.0,Fail
2702,95,85,75,95,75,85.0,81.0,Pass
2703,50,75,50,85,50,62.0,50.0,Fail
2704,75,95,95,75,95,87.0,89.0,Pass
2705,75,75,85,50,50,67.0,71.5,Fail
2706,95,85,75,65,75,79.0,81.0,Pass
2707,95,50,85,95,75,80.0,85.0,Pass
2708,65,65,85,50,75,68.0,76.0,Pass
2709,75,95,85,75,50,76.0,71.5,Fail
2710,85,75,85,95,75,83.0,82.0,Pass
2711,65,50,85,95,50,69.0,68.5,Fail
2712,75,50,95,65,95,76.0,89.0,Pass
2713,95,75,75,85,65,79.0,78.0,Pass
2714,95,95,65,50,85,78.0,80.0,Pass
2715,65,65,85,50,50,63.0,68.5,Fail
2716,75,65,50,65,50,61.0,57.5,Fail
2717,75,50,50,85,65,65.0,62.0,Fail
2718,75,75,95,95,75,83.0,83.0,Pass
2719,65,75,65,50,65,64.0,65.0,Fail
2720,50,75,75,50,95,69.0,73.5,Fail
2721,50,50,65,65,75,61.0,63.5,Fail
2722,95,50,85,50,85,73.0,88.0,Pass
2723,95,85,85,65,50,76.0,77.5,Pass
2724,75,50,65,95,50,67.0,63.5,Fail
2725,85,75,50,85,95,78.0,74.0,Fail
2726,65,85,85,95,85,83.0,79.0,Pass
2727,50,85,65,75,65,68.0,60.5,Fail
2728,85,50,50,95,75,71.0,68.0,Fail
2729,85,85,50,75,75,74.0,68.0,Fail
2730,75,85,65,50,95,74.0,77.0,Pass
2731,85,75,85,65,65,75.0,79.0,Pass
2732,95,85,75,85,75,83.0,81.0,Pass
2733,50,85,65,65,85,70.0,66.5,Fail
2734,75,75,65,50,95,72.0,77.0,Pass
2735,65,65,95,75,85,77.0,83.0,Pass
2736,65,65,85,95,95,81.0,82.0,Pass
2737,65,75,85,65,75,73.0,76.0,Pass
2738,65,95,85,50,85,76.0,79.0,Pass
2739,85,85,65,65,75,75.0,74.0,Fail
2740,95,95,65,85,65,81.0,74.0,Fail
2741,95,65,95,85,95,87.0,95.0,Pass
2742,85,65,50,95,75,74.0,68.0,Fail
2743,75,95,65,95,75,81.0,71.0,Fail
2744,75,95,95,50,75,78.0,83.0,Pass
2745,95,85,50,50,65,69.0,68.0,Fail
2746,75,85,75,65,85,77.0,78.0,Pass
2747,65,50,85,85,85,74.0,79.0,Pass
2748,85,95,50,85,95,82.0,74.0,Fail
2749,75,75,50,50,95,69.0,71.0,Fail
2750,95,85,50,85,75,78.0,71.0,Fail
2751,75,75,65,85,95,79.0,77.0,Pass
2752,65,95,95,95,85,87.0,83.0,Pass
2753,50,95,95,65,95,80.0,81.5,Pass
2754,65,75,75,85,75,75.0,72.0,Fail
2755,50,95,65,65,50,65.0,56.0,Fail
2756,75,65,65,95,65,73.0,68.0,Fail
2757,75,95,95,95,50,82.0,75.5,Pass
2758,95,65,65,65,75,73.0,77.0,Pass
2759,65,75,85,75,65,73.0,73.0,Fail
2760,50,95,95,75,50,73.0,68.0,Fail
2761,50,95,75,50,95,73.0,73.5,Fail
2762,95,95,65,75,85,83.0,80.0,Pass
2763,65,95,65,95,75,79.0,68.0,Fail
2764,95,75,65,65,50,70.0,69.5,Fail
2765,50,95,50,85,50,66.0,50.0,Fail
2766,65,95,85,50,50,69.0,68.5,Fail
2767,65,65,65,50,85,66.0,71.0,Fail
2768,85,75,50,75,65,70.0,65.0,Fail
2769,50,85,65,50,85,67.0,66.5,Fail
2770,65,65,85,75,50,68.0,68.5,Fail
2771,85,85,50,95,75,78.0,68.0,Fail
2772,85,65,50,50,95,69.0,74.0,Fail
2773,50,75,65,65,95,70.0,69.5,Fail
2774,65,65,75,75,75,71.0,72.0,Fail
2775,65,75,85,75,95,79.0,82.0,Pass
2776,95,85,75,75,50,76.0,73.5,Fail
2777,85,50,95,75,85,78.0,89.0,Pass
2778,95,75,95,95,75,87.0,89.0,Pass
2779,95,75,65,75,75,77.0,77.0,Pass
2780,95,85,75,65,75,79.0,81.0,Pass
2781,95,65,85,95,85,85.0,88.0,Pass
2782,85,95,50,65,75,74.0,68.0,Fail
2783,75,85,50,50,50,62.0,57.5,Fail
2784,50,65,65,95,50,65.0,56.0,Fail
2785,75,65,65,65,95,73.0,77.0,Pass
2786,65,95,50,50,95,71.0,68.0,Fail
2787,75,65,85,65,95,77.0,85.0,Pass
2788,95,75,95,85,75,85.0,89.0,Pass
2789,65,75,50,65,85,68.0,65.0,Fail
2790,65,50,75,75,95,72.0,78.0,Pass
2791,50,65,85,50,85,67.0,74.5,Fail
2792,65,75,65,95,50,70.0,60.5,Fail
2793,85,50,65,95,95,78.0,80.0,Pass
2794,50,85,85,75,75,74.0,71.5,Fail
2795,65,85,50,95,65,72.0,59.0,Fail
2796,75,75,85,50,65,70.0,76.0,Pass
2797,75,75,85,75,50,72.0,71.5,Fail
2798,50,95,75,65,65,70.0,64.5,Fail
2799,65,50,75,65,75,66.0,72.0,Fail
2800,95,65,65,65,65,71.0,74.0,Fail
2801,65,95,85,75,65,77.0,73.0,Fail
2802,65,50,50,85,95,69.0,68.0,Fail
2803,85,65,85,95,75,81.0,82.0,Pass
2804,75,50,85,65,65,68.0,76.0,Pass
2805,95,75,50,75,50,69.0,63.5,Fail
2806,85,85,75,50,65,72.0,75.0,Pass
2807,85,95,65,50,85,76.0,77.0,Pass
2808,85,50,50,75,95,71.0,74.0,Fail
2809,75,85,65,50,65,68.0,68.0,Fail
2810,95,65,65,75,85,77.0,80.0,Pass
2811,95,65,50,75,95,76.0,77.0,Pass
2812,65,75,50,95,50,67.0,54.5,Fail
2813,85,95,85,85,95,89.0,88.0,Pass
2814,50,95,85,75,75,76.0,71.5,Fail
2815,75,85,85,65,95,81.0,85.0,Pass
2816,75,75,65,75,85,75.0,74.0,Fail
2817,95,65,85,50,85,76.0,88.0,Pass
2818,85,85,65,95,50,76.0,66.5,Fail
2819,75,75,85,95,65,79.0,76.0,Pass
2820,85,75,75,65,95,79.0,84.0,Pass
2821,65,85,95,65,85,79.0,83.0,Pass
2822,65,95,85,65,85,79.0,79.0,Pass
2823,65,65,65,95,95,77.0,74.0,Fail
2824,50,50,75,95,85,71.0,70.5,Fail
2825,95,75,65,75,50,72.0,69.5,Fail
2826,50,85,95,75,85,78.0,78.5,Pass
2827,75,85,85,95,85,85.0,82.0,Pass
2828,85,95,85,95,75,87.0,82.0,Pass
2829,75,75,95,65,95,81.0,89.0,Pass
2830,65,85,85,85,95,83.0,82.0,Pass
2831,65,50,50,50,50,53.0,54.5,Fail
2832,65,75,75,75,50,68.0,64.5,Fail
2833,50,50,85,65,95,69.0,77.5,Pass
2834,75,75,65,65,95,75.0,77.0,Pass
2835,85,50,75,85,65,72.0,75.0,Pass
2836,65,75,95,50,50,67.0,72.5,Fail
2837,75,85,50,50,95,71.0,71.0,Fail
2838,95,85,75,85,85,85.0,84.0,Pass
2839,65,50,95,75,85,74.0,83.0,Pass
2840,50,85,65,65,50,63.0,56.0,Fail
2841,50,85,65,85,75,72.0,63.5,Fail
2842,85,65,85,95,85,83.0,85.0,Pass
2843,75,85,75,50,85,74.0,78.0,Pass
2844,50,95,65,95,95,80.0,69.5,Fail
2845,65,75,85,85,95,81.0,82.0,Pass
2846,85,75,65,75,95,79.0,80.0,Pass
2847,85,65,95,75,65,77.0,83.0,Pass
2848,85,65,95,50,65,72.0,83.0,Pass
2849,85,95,85,50,85,80.0,85.0,Pass
2850,85,50,85,65,85,74.0,85.0,Pass
2851,65,50,75,50,50,58.0,64.5,Fail
2852,95,75,85,50,65,74.0,82.0,Pass
2853,85,65,65,95,50,72.0,66.5,Fail
2854,65,95,75,65,50,70.0,64.5,Fail
2855,95,65,50,65,50,65.0,63.5,Fail
2856,85,75,50,85,50,69.0,60.5,Fail
2857,75,50,75,85,75,72.0,75.0,Pass
2858,85,50,85,75,95,78.0,88.0,Pass
2859,85,75,85,75,85,81.0,85.0,Pass
2860,50,95,95,85,95,84.0,81.5,Pass
2861,65,65,75,50,85,68.0,75.0,Pass
